wood_type,mount_type,fixture_configuration,wind_speed_mph,pole_height_ft,epa,ero_vista_pole_size
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,16,8.62,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,18,20.13,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,18,17.52,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,18,13.18,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,18,9.74,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,18,6.96,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,18,4.68,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,20,14.69,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,20,12.42,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,20,8.64,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,20,5.65,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,20,3.22,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,20,1.24,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,22,9.84,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,22,7.86,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,22,4.55,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,22,1.94,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,22,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,24,5.81,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,24,4.05,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,24,1.12,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,26,1.99,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 115 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 120 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 130 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Side Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,8,14.96,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,13.56,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,11.21,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,9.35,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,7.76,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,6.41,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,10.84,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,9.61,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,7.56,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,5.93,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,4.62,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,3.54,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,7.36,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,6.34,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,4.65,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,3.3,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,2.22,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,1.33,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,4.48,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,3.62,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,2.21,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,1.08,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,1.98,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,1.26,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"5"" x 5-1/2"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,8,36.11,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,32.92,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,27.61,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,23.39,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,19.99,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,17.19,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,27.42,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,24.88,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,20.56,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,17,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,14.12,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,11.77,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,21.03,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,18.8,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,15.07,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,12.12,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,9.74,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,7.78,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,15.63,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,13.74,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,10.61,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,8.12,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,6.12,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,4.47,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,11.04,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,9.45,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,6.79,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,4.69,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,2.98,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,1.59,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,7.24,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,5.86,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,3.58,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,1.77,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,3.96,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,2.77,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,0.78,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,1.07,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"6-3/4"" x 6-3/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,8,71.27,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,8,65.13,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,8,54.9,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,8,46.78,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,8,40.23,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,8,34.87,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,10,55.05,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,10,50.15,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,10,41.99,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,10,35.51,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,10,30.18,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,10,25.73,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,12,43.86,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,12,39.79,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,12,32.75,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,12,27.16,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,12,22.64,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,12,18.95,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,14,34.61,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,14,31.03,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,14,25.08,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,14,20.36,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,14,16.55,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,14,13.43,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,16,26.73,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,16,23.7,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,16,18.64,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,16,14.63,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,16,11.38,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,16,8.73,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,18,20.33,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,18,17.7,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,18,13.33,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,18,9.87,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,18,7.07,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,18,4.79,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,20,14.87,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,20,12.58,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,20,8.78,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,20,5.76,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,20,3.33,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,20,1.33,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,22,10,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,22,8,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,22,4.67,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,22,2.04,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,22,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,22,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,24,5.95,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,24,4.18,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,24,1.23,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,24,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,26,2.12,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,26,0.55,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,26,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,28,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 115 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 120 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 130 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 140 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Eqaul to 150 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Single Top Mount Fixture,Less Than or Equal to 160 Vmph,30,0,"8-1/2"" x 8-1/4"""
AYC,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 115 Vmph,8,12.13,"5"" x 5-1/2"""
AYC,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 120 Vmph,8,11.14,"5"" x 5-1/2"""
AYC,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 130 Vmph,8,9.49,"5"" x 5-1/2"""
AYC,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 140 Vmph,8,8.18,"5"" x 5-1/2"""
AYC,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Eqaul to 150 Vmph,8,7.13,"5"" x 5-1/2"""
AYC,Direct Embedment,Two or More Side Mount Fixtures,Less Than or Equal to 160 Vmph,8,6.17,"5"" x 5-1/2"""
